Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
North Macedonia,21.04226885,21.592422,21.0808587,22.14046476,22.82257866,23.92218322,23.96304609,24.25894588,24.05042988,23.70348341,22.74339589,22.58059209,23.02446807,23.25782419,
Mali,22.73404931,20.64908003,20.44739278,17.72513363,18.88782036,18.08939181,18.4106671,19.38910841,20.7455356,21.44653057,21.67078351,21.06816863,20.62991293,19.93327414,
Malta,17.44393894,16.44576293,15.07460965,14.55952963,13.07599997,12.09030469,12.27869725,11.45605695,11.51581159,12.06647137,12.29543832,12.02440348,11.93766691,11.68111855,
Myanmar,26.46806427,31.29164883,32.3730208,32.3622196,34.4897148,34.46882126,34.80950488,36.80092112,36.9634615,38.41261109,37.54391555,37.31088999,38.24713577,37.59292504,
Middle East & North Africa (excluding high income),42.13367032,43.06959923,42.73217351,41.59162501,38.96727038,33.05144933,32.3351482,34.67797051,36.56625864,35.20596341,31.01190001,35.89786583,40.32096603,36.64220015,
Montenegro,17.14840213,15.09421306,14.89050526,15.45724719,14.30364826,14.35346224,15.65498149,14.86137418,15.93412579,16.12944145,17.29468006,14.83549527,12.96530497,12.47668057,
Mongolia,33.19424749,31.33374856,30.77159311,30.50689238,31.49762327,31.51587758,33.17807153,37.41841161,37.97567033,38.09269776,37.04967085,37.07557212,35.31221757,39.53540901,
Northern Mariana Islands,,,,,,,,,,,,,,,
Mozambique,16.8681863,16.50933725,16.87400388,16.44572461,17.48846836,18.6152107,20.56698301,23.6070708,25.33392006,23.88826282,21.75399072,21.94117731,23.24259499,21.2873566,
Mauritania,38.19290578,44.10790377,37.47417814,38.60977013,28.43737066,22.7465106,25.21976004,23.74562923,23.63503872,28.59843509,33.64653877,32.08189289,29.13755033,30.59021489,
Mauritius,22.47196849,21.59977257,20.93975656,20.32691151,19.7179475,19.19317901,18.58451365,17.7627252,17.59954564,16.91088598,16.6414183,18.23887287,18.07792099,18.55767766,
Malawi,17.93172882,18.16619967,17.71852208,17.4239449,17.26492671,17.55617213,17.65584221,17.74796248,18.39079401,18.49900692,19.0817403,18.42397311,16.90734354,15.31611727,
Malaysia,40.49893235,39.82426873,40.13500101,39.88537365,39.92442448,38.44966979,37.6832735,38.11471636,38.29143917,37.47655524,35.93473853,37.68268618,39.0948343,37.66974981,
North America,19.98818437,20.19942172,19.91292045,19.9249297,19.99545009,18.9561678,18.33514569,18.74793011,18.98569523,18.58583324,17.6370986,17.8649621,,,
Namibia,27.42906842,29.32889118,29.98075467,26.5483435,26.63010297,27.56365362,27.51340327,26.07701809,26.86990462,27.05058111,25.81873495,24.44759679,27.07307507,30.01921147,
New Caledonia,26.16236788,25.3064766,22.77912402,22.58251252,23.93170624,22.10003596,20.16111541,21.24658053,,22.32673267,,,,,
Niger,23.00034119,22.77951052,26.53723973,26.04650195,23.60596024,22.53832868,21.24519507,21.07215369,19.69767795,20.58618049,20.23878495,20.83428155,18.88851252,20.19309939,
Nigeria,25.31745224,28.27779989,27.0730175,25.74232124,24.64360859,20.1607829,18.17313173,22.31511719,25.73330658,27.38253705,28.22050552,31.40753404,30.77556872,32.5844117,
Nicaragua,21.96875735,23.15746731,24.5478703,25.38734353,25.09865339,25.73488598,25.79491455,24.81727334,24.99513368,24.28069441,25.48173185,27.1940916,26.1442635,27.30923262,
Netherlands,18.9533173,19.32095858,19.32267043,18.68707433,17.68187826,17.41481031,16.96407123,17.12101175,17.32410485,17.11275575,17.37947709,17.70612977,18.65639653,18.74692651,
Norway,35.30948421,37.62458055,37.47657624,36.27393147,34.67383521,31.59863177,28.53061663,30.49336719,32.64461227,29.82445898,26.88316734,37.90192304,49.158192,38.9771384,
Nepal,14.20076226,13.39349059,13.97716181,13.79833757,13.56456523,13.16165463,12.65541777,12.86258589,13.20063963,13.01067541,12.04731993,11.79204255,12.18122847,12.05361949,
Nauru,,,,,,,,,,,,,,,
New Zealand,21.17565481,20.99422617,20.92333582,20.28763257,21.3754486,21.15608249,20.08866548,20.46167499,20.32184419,20.27454925,19.7803605,18.96949822,,,
OECD members,22.97795434,23.07090146,22.86991615,22.61425426,22.55052975,22.08484159,21.76113731,22.05346573,22.16922846,21.82280241,21.32720717,21.57383745,,,
Oman,63.27330932,68.18724872,67.5381672,64.92868793,62.05629187,53.09853524,47.94024994,49.59439552,53.89353115,51.37923295,47.14772229,51.92697165,58.61220564,54.33818222,
Other small states,29.49996494,31.61901785,31.31218946,30.30064056,28.90239112,26.13656305,25.06438325,25.26946867,25.89751476,25.64279992,24.99040973,26.5245605,27.88746357,25.11453028,
Pakistan,20.96501978,21.18648095,21.95837207,20.89102951,20.86599123,19.60261467,18.15011797,18.09932709,18.58905159,19.56389458,18.58946354,18.8964082,20.41259555,20.67729586,
Panama,18.77406211,19.37558397,20.98124689,24.41550784,25.77790375,26.5789491,27.41582125,28.25456213,28.32646061,28.41593273,23.43878089,26.3633167,26.46613983,27.82076836,
Peru,35.7720066,37.23610028,35.53355336,33.85943675,31.70140393,30.33787987,30.55655058,31.29788412,31.6240835,30.44919578,30.31928571,35.73533095,35.00569643,33.85852315,
Philippines,32.33955605,31.33868278,31.39949336,30.77544663,31.04744447,30.48195098,30.28591717,30.12655058,30.56374016,30.32750788,28.39991759,28.88980912,29.22123994,28.18068636,
Palau,9.771313086,8.52947521,8.116659807,7.800653853,7.534077147,7.977545401,10.17961885,8.193277311,8.936950468,11.24030036,12.73787496,11.698833,11.77314662,9.871885327,
Papua New Guinea,33.16880986,31.33622035,27.57318033,26.54054718,32.78483362,34.80493013,34.72997158,36.35985974,36.92404507,36.71108087,33.04708374,34.0395482,40.27919961,36.28779995,
Poland,29.69749939,30.394166,30.22816571,28.67683335,29.93512398,30.99393003,30.67348711,28.80907596,28.86146172,28.83152422,28.56694862,28.48599934,29.1814825,30.05700242,
Pre-demographic dividend,32.38796835,36.29813796,35.92128533,33.90485699,31.95946994,26.70878066,25.78633248,29.13635291,32.37152536,31.66993214,28.6344959,32.43200463,35.47079108,31.99961676,
Puerto Rico,50.90123835,49.78470718,49.63845742,49.26393363,49.93391628,50.93827841,51.15151236,50.22945954,50.6557671,50.84441206,50.31692732,50.48042501,49.41356307,49.06155351,
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,
Portugal,19.9335311,19.3319728,19.08675839,18.88309738,18.98504401,19.59384983,19.44817809,19.24938331,19.38204354,18.88608319,19.39453334,19.31283696,18.40324301,18.14936673,
Paraguay,34.60391551,34.03456239,34.51409814,33.23292499,33.60807585,34.58225375,34.49678032,34.39375891,33.55617521,33.48931143,34.20429922,34.67968973,34.25396576,32.35508204,
West Bank and Gaza,18.62624593,18.934213,20.23606697,18.55869187,17.97179353,16.42523833,17.26277799,19.23177083,19.28412568,18.43289462,17.02839998,17.68512894,17.39271086,,
Pacific island small states,14.92125729,15.8653029,15.32569329,14.56176752,14.06290158,14.02386762,14.70070044,14.47519369,14.16492339,14.46229751,14.67393942,14.40932452,13.96179844,12.86449335,
Post-demographic dividend,22.45807619,22.43062301,22.20177602,21.94945271,21.88867301,21.36574039,21.08886894,21.35914915,21.47440511,21.14830779,20.64830905,20.81433154,,,
French Polynesia,11.09865901,10.66556864,10.81710811,10.61847624,10.79462685,10.82484305,10.66791761,10.35483897,10.28754674,10.68346243,,,,,
Qatar,,73.21426579,73.46916076,71.76825133,69.75794746,57.4407932,53.20526006,56.68796532,60.38152349,57.16456607,52.33343073,59.9840088,65.34889949,60.36805079,
Romania,38.30732865,40.20991596,34.42764635,32.0726085,32.57002115,30.81180708,30.12138475,29.11309332,28.911866,27.62803765,26.48734225,26.07985944,27.33527655,26.68732869,
Russian Federation,29.99958822,29.41358884,29.10286807,28.19128918,27.93152706,29.79405999,29.17390507,30.67329689,32.55429805,32.15049584,29.71712458,31.40207238,32.09553657,30.64753454,
Rwanda,16.32898192,18.16784485,18.22550342,17.61685598,17.55138349,17.44666319,16.83699129,17.28422325,17.34997975,18.86474597,18.63827504,20.40513195,21.26953125,21.52029399,
South Asia,29.18164706,28.70727724,28.18153356,27.31493549,26.76092209,26.3496801,26.01768616,25.98698464,26.02350476,24.87972726,25.26665464,26.40030035,25.6846464,25.462898,
Saudi Arabia,58.03151995,63.17031741,62.20831025,59.34703742,56.57513013,44.63949564,42.4239039,44.94597629,49.13400966,46.04781884,39.47053895,44.17359525,53.13661329,46.97367461,
Sudan,21.14204692,20.3300649,17.61752668,20.23674556,18.10049606,16.07121074,17.35460571,16.61740797,20.7757619,21.73630133,23.32818616,7.368743673,4.871401746,5.119763536,
Senegal,21.77617631,23.30613296,23.11179753,24.29421252,23.15260328,23.59660851,23.34405351,23.27769428,24.01344539,23.57280962,23.20904116,23.91248636,24.78759767,24.30187818,
Singapore,26.63587172,25.25959258,25.02220216,23.44272863,24.16851925,24.28802291,23.24515861,23.52505968,25.39393161,24.02135238,23.20869309,24.27736289,23.74660667,22.40036132,
Solomon Islands,12.9725252,18.65059352,18.24490966,15.64766398,16.86040019,15.55203493,15.55671081,17.60230488,17.60163772,18.12150521,17.24498692,18.05907656,18.65669889,,
Sierra Leone,4.973956959,5.04825694,9.321970212,13.57025337,9.981431976,2.831081632,4.321536374,3.318450113,17.51068634,17.93045317,17.64106719,19.16430682,20.73426182,26.03316651,
El Salvador,25.27591186,26.19541328,26.58935807,26.12164271,26.013534,25.28892954,24.83482787,25.17147273,25.07550676,25.34814372,23.7247499,24.1049005,25.21001022,24.95415342,
San Marino,,,,,,32.02416615,32.40716496,32.45303154,36.21692033,34.77865695,35.61492207,36.63555816,37.59520178,,
Somalia,,,,,,,,,,,,,,,
Serbia,25.30236586,26.61820176,27.01819748,28.24955279,26.41284651,26.4213848,26.65426964,26.77326823,25.9062104,25.55461449,24.36276441,24.38475894,25.21801373,23.97466233,
Sub-Saharan Africa (excluding high income),27.43965953,29.34382852,28.97275145,28.18607393,27.19106559,24.15952638,23.38851908,25.46749892,27.36593286,26.94366993,26.28334744,27.61157035,28.39203209,27.100759,
South Sudan,61.14369966,61.22564324,51.15029222,22.22482785,46.69940073,33.0945354,,,,,,,,,
Sub-Saharan Africa,27.43436395,29.3382108,28.96680854,28.17744785,27.18262004,24.1509912,23.37854226,25.45368862,27.35036528,26.92868731,26.27371183,27.59937929,28.37550059,27.08498501,
Small states,26.95603491,28.90608311,28.55232375,27.6971739,26.46171468,23.8812524,23.30734055,23.65418749,24.17274773,23.9978673,23.89008989,25.65744149,27.96214028,25.12890111,
Sao Tome and Principe,14.689273,11.98650588,12.11110293,13.34370752,12.81634904,11.67945916,10.32952039,9.07470301,8.388262005,7.526112851,6.058836687,5.044571674,4.355406435,2.821002021,
Suriname,35.17051613,35.10932743,35.26226117,32.25369531,30.24748468,27.25991566,26.75536002,38.27369389,36.76224155,33.88076701,36.56067184,37.70885374,42.23051733,39.86775448,
Slovak Republic,29.956655,29.92955852,30.07110484,27.95627316,29.89481377,29.93189523,28.67045334,28.07680098,28.59301653,29.14678406,28.53772755,28.49170908,26.52404223,32.86194415,
Slovenia,26.3518668,26.54872343,27.07243904,27.13635733,27.77362038,27.62721233,27.59979562,28.03117422,28.07187297,28.5562741,28.94488141,28.17353619,28.00983047,29.70108054,
Sweden,23.85911879,23.73387749,23.10520143,21.98489669,21.6085141,22.28366785,21.9558674,22.16370526,22.18511636,22.29257389,21.81236405,23.0555277,24.02488163,23.25101405,
Eswatini,37.70556388,36.7774863,36.79896077,36.03003455,35.81514912,36.59846714,37.6778728,34.90404582,34.28849184,34.4487681,30.90207566,32.37461449,34.70290477,34.60340528,
Sint Maarten (Dutch part),,12.93268083,11.64503882,11.26160568,7.301341058,6.96750003,6.832957975,6.877032537,6.53037877,7.270146573,7.056707728,6.028524723,,,
Seychelles,19.61349124,20.69526086,19.73438194,16.54130097,15.77004697,14.20303272,13.69095288,11.7738884,11.8099756,12.21856243,14.27154538,11.75372793,11.70970332,12.02158112,
Syrian Arab Republic,30.42652417,33.73321405,25.04881247,23.19360902,19.49522803,15.49133603,16.23677963,17.20686491,18.49595161,15.91604685,21.09040434,18.66893565,12.0009587,,
Turks and Caicos Islands,11.93633609,9.387359534,9.501884727,9.831777237,9.29815592,9.666266838,9.464749935,,,,,,,,
Chad,36.20024731,40.99687307,43.25266338,40.45934302,39.6909153,33.58470806,32.81417112,30.42941147,31.46876155,32.72909234,35.72623983,39.58541177,50.68661645,44.37129757,
East Asia & Pacific (IDA & IBRD countries),44.79576294,44.95308457,44.10445425,43.0377902,42.16255092,40.13998038,38.99749843,39.27246643,39.21023286,38.18741483,37.45443493,38.93548692,39.1245205,38.01278694,
Europe & Central Asia (IDA & IBRD countries),29.55004345,30.00419047,29.49457112,28.79274087,28.94322384,29.29077406,28.99758287,29.62557265,30.52877804,29.80750836,28.58005718,30.00707097,30.83105016,29.19737531,
Togo,20.27238167,21.69524115,19.95209222,22.12824212,23.77218538,22.79404267,20.88353749,20.40173636,21.02960762,19.34441434,20.1584693,20.16934607,20.14113611,20.16983611,
Thailand,39.9217257,37.98139827,37.34369414,36.89858846,36.76304037,36.17917733,35.58676541,35.01875953,34.74248967,33.59391051,33.29072297,35.04964694,35.15209303,32.88653891,
Tajikistan,24.97662615,22.46874906,22.04263462,23.11516465,22.60474151,30.2202135,32.21336623,31.84685796,34.3983608,33.06214906,33.79653947,35.1776826,34.70258086,,
Turkmenistan,59.13116435,65.86929124,66.57985591,63.42771208,60.66960111,54.29333035,51.43254366,47.04388965,44.90639828,42.41227932,37.38268803,37.12419869,40.44776698,39.27219947,
Latin America & the Caribbean (IDA & IBRD countries),28.92734419,28.73793933,28.37161641,27.39822499,26.65754903,28.84918034,27.82892402,27.93723164,28.91736419,28.71243344,28.76313407,31.02968133,31.81318624,31.03946157,
Timor-Leste,9.137311513,12.98574647,12.79113872,20.10621128,16.97929695,18.37076232,19.22911351,15.78052928,16.49902191,30.41314498,36.75200886,62.1886426,54.51234404,23.8663237,
Middle East & North Africa (IDA & IBRD countries),42.29580022,43.2335836,42.88728557,41.78166291,39.14926437,33.21192861,32.49178359,34.84594024,36.75704503,35.40239062,31.17727024,36.11277848,40.5760408,36.85215727,
Tonga,18.0424994,19.08757481,18.86622925,15.89521962,16.1281919,15.54720981,15.97237147,16.42122344,15.33875322,15.66874662,15.09779509,17.89800811,15.54521958,,
South Asia (IDA & IBRD),29.18164706,28.70727724,28.18153356,27.31493549,26.76092209,26.3496801,26.01768616,25.98698464,26.02350476,24.87972726,25.26665464,26.40030035,25.6846464,25.462898,
Sub-Saharan Africa (IDA & IBRD countries),27.43436395,29.3382108,28.96680854,28.17744785,27.18262004,24.1509912,23.37854226,25.45368862,27.35036528,26.92868731,26.27371183,27.59937929,28.37550059,27.08498501,
Trinidad and Tobago,53.81395645,57.05101228,46.49414579,44.7271417,43.28238488,35.68858738,34.2210354,35.91631279,38.55155443,35.71820211,30.77491801,39.95556534,48.94130627,,
Tunisia,29.52355177,30.54812597,30.12153682,29.13794673,27.12888364,24.89673137,24.00745412,23.6241012,23.68622522,23.23531158,21.5120069,23.4077945,24.86488166,23.51207018,
Turkiye,24.49015183,26.83751694,26.64934736,27.67999217,28.11666119,27.83434929,28.08295977,29.13172126,29.43859753,27.33170283,28.02576653,31.13280073,31.29376746,28.37765336,
Tuvalu,5.525714286,8.892105263,7.635,7.49075,7.393488372,7.015510204,,,,,,,,,
Tanzania,23.55617366,26.38208409,25.39949872,25.44674503,25.14150348,24.48735011,24.85839937,25.04215119,27.00776551,28.67183336,27.08445029,27.29614189,27.68481118,28.03394335,
Uganda,27.59183362,27.55829568,27.17860734,25.46466468,25.22268201,27.10988488,26.16646039,26.03099481,26.23601165,26.6204367,26.49052459,27.14944169,26.76614863,25.75321144,
Ukraine,25.6492814,24.83912427,24.26605241,22.43026499,22.81899157,21.72795774,23.17836207,23.28880022,23.29333298,22.58041968,20.79994297,23.15371422,18.0108316,18.83565253,
Upper middle income,37.96806,38.53557915,38.3211827,37.51104462,36.90356733,35.53959242,34.78085226,35.09013136,35.71990451,34.8900316,34.5268084,36.44462714,36.74340935,35.19842127,
Uruguay,24.52885572,22.70512024,22.86222893,23.66924034,24.70064115,25.44175805,18.86731415,18.03189206,18.33338897,17.56016598,17.01178305,17.54610462,17.31820023,16.39900372,
United States,19.31024883,19.40749752,19.16261395,19.19889036,19.26843376,18.49671277,17.93687249,18.30874423,18.51954615,18.14548384,17.26767739,17.60817207,,,
Uzbekistan,21.22951481,19.77798046,20.42793816,21.29451964,22.07089255,22.52046082,22.9212713,24.72537784,28.64289864,31.99911837,32.02524333,32.39681801,31.48135075,30.61306988,
St. Vincent and the Grenadines,15.90305475,15.13512361,14.57607677,14.70692612,14.1124131,14.94890992,14.38220338,14.67061007,14.55758495,13.69948802,12.59694878,13.36512371,13.96190119,14.16837497,
"Venezuela, RB",48.40860228,48.63213241,45.16019843,44.72616122,37.24468889,,,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,
Viet Nam,33.02287714,34.58040878,35.86023239,35.57515044,35.29856849,34.26654664,34.11522886,35.39036407,36.54243341,36.8031369,36.74371329,37.39151925,38.17537611,37.12010184,
Vanuatu,12.87309988,9.994920543,7.874072577,8.211515929,7.513672136,9.923798285,9.977923902,10.16977732,10.02957171,,,,,,
World,27.50181622,28.05063107,28.04633274,27.69180057,27.43858704,26.73114272,26.16639918,26.6584034,27.13324123,26.59579644,25.99682842,27.07564606,27.22167703,26.11986825,
Samoa,14.77778185,15.76615253,16.30707384,15.14672879,15.20952043,14.5012807,14.40868348,13.18495546,11.72041111,11.95963932,11.12237565,11.12975738,11.42476079,10.90783614,
Kosovo,27.04119832,27.51482472,27.50847669,27.1872163,26.51706683,26.94323282,26.8584266,27.52757197,27.90835853,27.08838447,27.55845663,27.44916199,27.24418139,26.34570608,
"Yemen, Rep.",52.96074775,53.10656509,39.74845544,38.99441415,39.88825801,33.86615935,25.90226807,25.92404097,25.44299784,,,,,,
South Africa,25.3034631,24.83949115,24.46860024,24.55174177,24.30528201,23.73230797,23.7825373,23.6105565,23.53706084,23.62201528,23.33943841,24.86916504,24.93487258,24.61964147,
Zambia,32.23891476,34.44428192,32.01065039,32.55644911,32.94414802,33.65724912,34.87716661,37.30404492,34.48532158,34.94198122,40.19768966,41.83193847,35.28382102,35.10777807,
Zimbabwe,20.69371908,21.72029224,25.33061187,23.79961521,23.71854762,22.3583917,22.11505907,32.01562642,31.0378977,32.02594681,32.76751675,28.8055863,39.69164174,26.30105992,
